dataset,entity,period,value,unit,source_org,source_title,source_url,quote,confidence,notes
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2022-10,5.29,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2022M10,90.33,93.13,90.59,87.26,389.79,191.22,5.62,39.02,21.84,268.55,2.31,5.29,2.27",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2022-10,2.27,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2022M10,90.33,93.13,90.59,87.26,389.79,191.22,5.62,39.02,21.84,268.55,2.31,5.29,2.27",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2022-11,4.72,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2022M11,87.38,91.07,86.28,84.78,342.16,169.1,5.28,35.72,19.59,247.18,2.41,4.72,2.04",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2022-11,2.04,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2022M11,87.38,91.07,86.28,84.78,342.16,169.1,5.28,35.72,19.59,247.18,2.41,4.72,2.04",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2022-12,4.63,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2022M12,78.07,80.9,76.78,76.52,379.23,215,5.5,36.04,20.58,252.12,2.51,4.63,2.05",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2022-12,2.05,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2022M12,78.07,80.9,76.78,76.52,379.23,215,5.5,36.04,20.58,252.12,2.51,4.63,2.05",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-01,4.56,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M01,80.41,83.09,80.03,78.11,317.99,172,3.27,20.18,20.19,149.38,2.62,4.56,2.12",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-01,2.12,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M01,80.41,83.09,80.03,78.11,317.99,172,3.27,20.18,20.19,149.38,2.62,4.56,2.12",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-02,5.06,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M02,80.25,82.71,81.21,76.84,207.48,144.67,2.38,16.54,18.42,120.04,2.65,5.06,2.29",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-02,2.29,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M02,80.25,82.71,81.21,76.84,207.48,144.67,2.38,16.54,18.42,120.04,2.65,5.06,2.29",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-03,4.9,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M03,76.47,78.53,77.52,73.37,187.23,136.84,2.3,13.81,16.03,104.51,2.75,4.9,2.35",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-03,2.35,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M03,76.47,78.53,77.52,73.37,187.23,136.84,2.3,13.81,16.03,104.51,2.75,4.9,2.35",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-04,5.06,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M04,82.46,84.11,83.83,79.44,194.28,133.75,2.16,13.52,14.37,100.25,2.88,5.06,2.55",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-04,2.55,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M04,82.46,84.11,83.83,79.44,194.28,133.75,2.16,13.52,14.37,100.25,2.88,5.06,2.55",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-05,4.85,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M05,74.12,75.7,75.08,71.59,160.48,103,2.15,10.11,13.43,83.22,2.96,4.85,2.7",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-05,2.7,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M05,74.12,75.7,75.08,71.59,160.48,103,2.15,10.11,13.43,83.22,2.96,4.85,2.7",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-06,4.57,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M06,73.26,74.89,74.67,70.23,139.42,98.58,2.18,10.35,12.68,84.31,3.17,4.57,2.91",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-06,2.91,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M06,73.26,74.89,74.67,70.23,139.42,98.58,2.18,10.35,12.68,84.31,3.17,4.57,2.91",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-07,4.27,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M07,78.98,80.1,80.46,76.39,140.63,96.75,2.55,9.55,12.99,85.19,3.39,4.27,2.81",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-07,2.81,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M07,78.98,80.1,80.46,76.39,140.63,96.75,2.55,9.55,12.99,85.19,3.39,4.27,2.81",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-08,4.12,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M08,84.72,86.16,86.61,81.4,152.61,97.6,2.58,11.19,12.54,93.09,3.46,4.12,2.75",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-08,2.75,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M08,84.72,86.16,86.61,81.4,152.61,97.6,2.58,11.19,12.54,93.09,3.46,4.12,2.75",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-09,4.05,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M09,92.22,94,93.08,89.58,162.47,99.85,2.64,11.55,12.21,95.23,3.61,4.05,2.73",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-09,2.73,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M09,92.22,94,93.08,89.58,162.47,99.85,2.64,11.55,12.21,95.23,3.61,4.05,2.73",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-10,4.05,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M10,89.08,91.06,90.62,85.57,142.12,128.4,2.99,14.57,12.62,114.1,3.63,4.05,2.62",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-10,2.62,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M10,89.08,91.06,90.62,85.57,142.12,128.4,2.99,14.57,12.62,114.1,3.63,4.05,2.62",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-11,4.35,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M11,81.35,83.18,83.45,77.43,126.82,109,2.71,14.49,12.72,110.37,4.03,4.35,2.7",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-11,2.7,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M11,81.35,83.18,83.45,77.43,126.82,109,2.71,14.49,12.72,110.37,4.03,4.35,2.7",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2023-12,4.65,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M12,75.72,77.86,77.22,72.08,141.82,108.83,2.53,11.51,14.44,95.17,4.21,4.65,2.99",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2023-12,2.99,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2023M12,75.72,77.86,77.22,72.08,141.82,108.83,2.53,11.51,14.44,95.17,4.21,4.65,2.99",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2024-01,4.47,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M01,77.67,80.23,78.86,73.93,124.9,106.75,3.18,9.56,14.34,93.79,4.4,4.47,3.26",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2024-01,3.26,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M01,77.67,80.23,78.86,73.93,124.9,106.75,3.18,9.56,14.34,93.79,4.4,4.47,3.26",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2024-02,4.6,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M02,80.55,83.76,81.18,76.7,124.22,105.19,1.72,8.15,13.64,68.88,5.56,4.6,3.38",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2024-02,3.38,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M02,80.55,83.76,81.18,76.7,124.22,105.19,1.72,8.15,13.64,68.88,5.56,4.6,3.38",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2024-03,4.61,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M03,83.55,85.45,84.7,80.49,131.49,104.84,1.5,8.55,13.19,67.81,7.09,4.61,3.66",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2024-03,3.66,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M03,83.55,85.45,84.7,80.49,131.49,104.84,1.5,8.55,13.19,67.81,7.09,4.61,3.66",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2024-04,5.27,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M04,88.01,90.05,89.39,84.59,134.97,104.89,1.6,9.09,11.88,70.63,9.74,5.27,4.23",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_robusta,"Coffee, Robusta (World Bank Pink Sheet)",2024-04,4.23,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M04,88.01,90.05,89.39,84.59,134.97,104.89,1.6,9.09,11.88,70.63,9.74,5.27,4.23",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
price_monthly_wb_arabica,"Coffee, Arabica (World Bank Pink Sheet)",2024-05,5.08,USD/kg,World Bank,World Bank Commodity Price Data (Pink Sheet) CMO-Historical-Data-Monthly (CSV copy of official xlsx),https://github.com/plotly/Figure-Friday/blob/55cb522196cfeae09ee4f9a80a4cbee7401a4026/2024/week-50/CMO-Historical-Data-Monthly.csv,"2024M05,81.45,82,83.53,78.81,142.01,105.63,2.13,10.12,12.16,82.25,7.54,5.08,4.04",medium,"Col 12 after date = Coffee, Arabica ($/kg; ICO other mild Arabicas, avg NY & Bremen/Hamburg ex-dock); col 13 = Coffee, Robusta ($/kg). Header verified. Dec-2024 vintage (plotly Figure-Friday 2024 wk50 copy)"
